Name,Device ID,Scheduled Time,Issued Time,Response Time,Duration (minutes),Location,[5_SAQ] Currently I don't feel entangled in my thoughts.,[7_SAQ] At the moment I feel determined to stick to my current task until it's complete.,[8_SAQ] Any feelings of inadequacy I experience right now are shared by most people.,[13_SAQ] Right now I don't feel confident in my ability to effectively accomplish my current task.,[9_SAQ] Right now I am giving myself the caring and tenderness I need towards my negative feelings.,[10_SAQ] Right now I believe I can succeed in my current task if I set my mind to it.,[11_SAQ] I am currently struggling with my thoughts.,[14_SAQ] At the moment I don't feel committed to my current task as much as I think I should.
User #26017,f57cebd654b37521,2020-04-16 09:29:44 EEST,2020-04-16 10:14:45 EEST,2020-04-16 10:30:22 EEST,3637.708,Unknown,(ID 2) Disagree,(ID 4) Agree,(ID 3) Neither,(ID 4) Agree,(ID 4) Agree,(ID 5) Strongly Agree,(ID 2) Disagree,(ID 2) Disagree
User #26017,f57cebd654b37521,2020-04-16 15:05:23 EEST,2020-04-16 15:05:25 EEST,2020-04-16 15:10:58 EEST,334.668,Unknown,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 5) Strongly Agree,(ID 5) Strongly Agree,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree
User #26017,f57cebd654b37521,2020-04-16 21:19:41 EEST,2020-04-16 21:49:43 EEST,2020-04-16 21:51:02 EEST,1880.338,Unknown,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree
User #26017,f57cebd654b37521,2020-04-17 09:35:14 EEST,2020-04-17 10:20:15 EEST,2020-04-17 10:41:26 EEST,3972.132,Unknown,(ID 2) Disagree,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree
User #26017,f57cebd654b37521,2020-04-17 14:26:14 EEST,2020-04-17 14:26:14 EEST,2020-04-17 14:26:54 EEST,39.89,Unknown,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree
User #26017,f57cebd654b37521,2020-04-17 20:37:10 EEST,2020-04-17 20:37:12 EEST,2020-04-17 20:47:44 EEST,634.098,Unknown,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree
User #26017,f57cebd654b37521,2020-04-18 10:24:55 EEST,2020-04-18 11:09:56 EEST,2020-04-18 11:29:30 EEST,3874.679,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree
User #26017,f57cebd654b37521,2020-04-18 14:38:42 EEST,2020-04-18 14:38:44 EEST,2020-04-18 14:39:21 EEST,39.018,Unknown,(ID 2) Disagree,(ID 5) Strongly Agree,(ID 3) Neither,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26017,None,2020-04-15 09:23:55 EEST,,,Expired,Unknown,,,,,,,,
User #26025,4b0d6fdb7a5fc551,2020-04-12 10:16:16 CEST,2020-04-12 10:16:17 CEST,2020-04-12 10:18:47 CEST,150.322,Unknown,(ID 4) Agree,(ID 5) Strongly Agree,(ID 2) Disagree,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 5) Strongly Agree
User #26025,4b0d6fdb7a5fc551,2020-04-12 14:18:47 CEST,2020-04-12 14:18:47 CEST,2020-04-12 14:20:50 CEST,122.357,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26025,4b0d6fdb7a5fc551,2020-04-12 20:26:50 CEST,2020-04-12 21:11:50 CEST,2020-04-12 21:33:13 CEST,3983.25,Unknown,(ID 4) Agree,(ID 3) Neither,(ID 3) Neither,(ID 3) Neither,(ID 3) Neither,(ID 3) Neither,(ID 2) Disagree,(ID 3) Neither
User #26025,4b0d6fdb7a5fc551,2020-04-13 09:30:09 CEST,2020-04-13 09:45:09 CEST,2020-04-13 09:54:55 CEST,1486.511,Unknown,(ID 4) Agree,(ID 5) Strongly Agree,(ID 3) Neither,(ID 2) Disagree,(ID 4) Agree,(ID 5) Strongly Agree,(ID 2) Disagree,(ID 2) Disagree
User #26025,4b0d6fdb7a5fc551,2020-04-13 15:17:12 CEST,2020-04-13 15:17:13 CEST,2020-04-13 15:19:25 CEST,133.162,Unknown,(ID 2) Disagree,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 4) Agree
User #26025,4b0d6fdb7a5fc551,2020-04-13 20:52:21 CEST,2020-04-13 20:52:21 CEST,2020-04-13 20:58:33 CEST,372.229,Unknown,(ID 4) Agree,(ID 3) Neither,(ID 3) Neither,(ID 3) Neither,(ID 3) Neither,(ID 3) Neither,(ID 2) Disagree,(ID 3) Neither
User #26025,4b0d6fdb7a5fc551,2020-04-14 10:03:59 CEST,2020-04-14 10:03:59 CEST,2020-04-14 10:07:06 CEST,187.831,Unknown,(ID 4) Agree,(ID 3) Neither,(ID 3) Neither,(ID 3) Neither,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 3) Neither
User #26025,4b0d6fdb7a5fc551,2020-04-14 14:43:19 CEST,2020-04-14 14:43:20 CEST,2020-04-14 14:49:25 CEST,365.883,Unknown,(ID 3) Neither,(ID 5) Strongly Agree,(ID 3) Neither,(ID 1) Strongly Disagree,(ID 5) Strongly Agree,(ID 5) Strongly Agree,(ID 3) Neither,(ID 2) Disagree
User #26025,4b0d6fdb7a5fc551,2020-04-14 20:36:10 CEST,2020-04-14 21:21:10 CEST,2020-04-14 22:06:10 CEST,Expired,Unknown,,,,,,,,
User #26025,4b0d6fdb7a5fc551,2020-04-15 09:42:18 CEST,2020-04-15 10:27:19 CEST,2020-04-15 11:12:18 CEST,Expired,Unknown,,,,,,,,
User #26025,4b0d6fdb7a5fc551,2020-04-15 14:59:40 CEST,2020-04-15 15:44:40 CEST,2020-04-15 16:29:40 CEST,Expired,Unknown,,,,,,,,
User #26025,4b0d6fdb7a5fc551,2020-04-15 21:19:55 CEST,2020-04-15 21:19:55 CEST,2020-04-15 21:25:13 CEST,317.846,Unknown,(ID 5) Strongly Agree,(ID 3) Neither,(ID 3) Neither,(ID 1) Strongly Disagree,(ID 5) Strongly Agree,(ID 3) Neither,(ID 1) Strongly Disagree,(ID 3) Neither
User #26025,4b0d6fdb7a5fc551,2020-04-16 10:11:05 CEST,2020-04-16 10:11:05 CEST,2020-04-16 10:26:03 CEST,898.037,Unknown,(ID 4) Agree,(ID 3) Neither,(ID 3) Neither,(ID 3) Neither,(ID 3) Neither,(ID 3) Neither,(ID 2) Disagree,(ID 3) Neither
User #26025,4b0d6fdb7a5fc551,2020-04-16 15:15:18 CEST,2020-04-16 15:15:19 CEST,2020-04-16 15:17:58 CEST,159.716,Unknown,(ID 4) Agree,(ID 3) Neither,(ID 3) Neither,(ID 3) Neither,(ID 3) Neither,(ID 3) Neither,(ID 2) Disagree,(ID 3) Neither
User #26025,4b0d6fdb7a5fc551,2020-04-16 20:18:28 CEST,2020-04-16 20:33:29 CEST,2020-04-16 20:36:09 CEST,1060.467,Unknown,(ID 3) Neither,(ID 3) Neither,(ID 3) Neither,(ID 3) Neither,(ID 3) Neither,(ID 3) Neither,(ID 3) Neither,(ID 3) Neither
User #26025,4b0d6fdb7a5fc551,2020-04-17 10:09:35 CEST,2020-04-17 10:09:35 CEST,2020-04-17 10:14:55 CEST,320.777,Unknown,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 1) Strongly Disagree
User #26025,4b0d6fdb7a5fc551,2020-04-17 15:15:18 CEST,2020-04-17 16:00:18 CEST,2020-04-17 16:45:18 CEST,Expired,Unknown,,,,,,,,
User #26025,4b0d6fdb7a5fc551,2020-04-17 20:45:03 CEST,2020-04-17 20:45:04 CEST,2020-04-17 20:47:19 CEST,135.928,Unknown,(ID 3) Neither,(ID 3) Neither,(ID 3) Neither,(ID 3) Neither,(ID 3) Neither,(ID 3) Neither,(ID 3) Neither,(ID 3) Neither
User #26025,4b0d6fdb7a5fc551,2020-04-18 09:49:34 CEST,2020-04-18 09:49:34 CEST,2020-04-18 09:50:12 CEST,38.503,Unknown,(ID 4) Agree,(ID 3) Neither,(ID 3) Neither,(ID 3) Neither,(ID 3) Neither,(ID 3) Neither,(ID 2) Disagree,(ID 3) Neither
User #26025,4b0d6fdb7a5fc551,2020-04-18 15:13:38 CEST,2020-04-18 15:13:40 CEST,2020-04-18 15:16:33 CEST,174.462,Unknown,(ID 5) Strongly Agree,(ID 3) Neither,(ID 3) Neither,(ID 3) Neither,(ID 3) Neither,(ID 3) Neither,(ID 1) Strongly Disagree,(ID 3) Neither
User #26025,4b0d6fdb7a5fc551,2020-04-18 20:26:03 CEST,2020-04-18 21:26:04 CEST,2020-04-18 21:56:03 CEST,Expired,Unknown,,,,,,,,
User #26025,4b0d6fdb7a5fc551,2020-04-19 10:07:09 CEST,2020-04-19 11:07:10 CEST,2020-04-19 11:37:09 CEST,Expired,Unknown,,,,,,,,
User #26025,4b0d6fdb7a5fc551,2020-04-19 14:00:02 CEST,2020-04-19 15:00:03 CEST,2020-04-19 15:30:02 CEST,Expired,Unknown,,,,,,,,
User #26025,4b0d6fdb7a5fc551,2020-04-19 20:49:55 CEST,2020-04-19 21:49:55 CEST,2020-04-19 22:19:55 CEST,Expired,Unknown,,,,,,,,
User #26026,420e14ae1f0c87e6,2020-04-12 09:17:18 CEST,2020-04-12 09:17:18 CEST,2020-04-12 09:38:31 CEST,1273.053,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 5) Strongly Agree,(ID 2) Disagree,(ID 1) Strongly Disagree,(ID 1) Strongly Disagree,(ID 5) Strongly Agree
User #26026,420e14ae1f0c87e6,2020-04-12 14:09:15 CEST,2020-04-12 14:09:15 CEST,2020-04-12 14:10:18 CEST,62.903,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26026,420e14ae1f0c87e6,2020-04-12 20:44:27 CEST,2020-04-12 20:44:28 CEST,2020-04-12 20:51:54 CEST,446.537,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26026,420e14ae1f0c87e6,2020-04-13 09:48:41 CEST,2020-04-13 09:48:42 CEST,2020-04-13 10:05:27 CEST,1005.227,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26026,420e14ae1f0c87e6,2020-04-13 14:18:58 CEST,2020-04-13 14:18:59 CEST,2020-04-13 14:19:55 CEST,57.002,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26026,420e14ae1f0c87e6,2020-04-13 21:09:34 CEST,2020-04-13 21:09:35 CEST,2020-04-13 21:19:02 CEST,568.006,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26026,420e14ae1f0c87e6,2020-04-14 09:23:48 CEST,2020-04-14 09:23:48 CEST,2020-04-14 09:40:09 CEST,981.776,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26026,420e14ae1f0c87e6,2020-04-14 14:43:50 CEST,2020-04-14 14:43:50 CEST,2020-04-14 14:44:46 CEST,56.159,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26026,420e14ae1f0c87e6,2020-04-14 20:46:37 CEST,2020-04-14 20:46:38 CEST,2020-04-14 20:49:15 CEST,158.563,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26026,420e14ae1f0c87e6,2020-04-15 09:19:24 CEST,2020-04-15 09:19:25 CEST,2020-04-15 09:20:35 CEST,71.168,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26026,420e14ae1f0c87e6,2020-04-15 14:59:05 CEST,2020-04-15 14:59:06 CEST,2020-04-15 15:08:31 CEST,566.618,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26026,420e14ae1f0c87e6,2020-04-15 20:35:36 CEST,2020-04-15 20:35:37 CEST,2020-04-15 20:51:55 CEST,978.91,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26026,420e14ae1f0c87e6,2020-04-16 09:28:41 CEST,2020-04-16 09:28:42 CEST,2020-04-16 09:29:32 CEST,50.08,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26026,420e14ae1f0c87e6,2020-04-16 14:27:52 CEST,2020-04-16 14:27:52 CEST,2020-04-16 14:28:53 CEST,61.012,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26026,420e14ae1f0c87e6,2020-04-16 21:26:49 CEST,2020-04-16 21:26:50 CEST,2020-04-16 21:49:49 CEST,1380.305,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26026,420e14ae1f0c87e6,2020-04-17 09:36:47 CEST,2020-04-17 09:36:48 CEST,2020-04-17 09:37:31 CEST,44.275,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26026,420e14ae1f0c87e6,2020-04-17 14:42:21 CEST,2020-04-17 14:42:22 CEST,2020-04-17 14:43:02 CEST,41.193,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26026,420e14ae1f0c87e6,2020-04-17 20:08:29 CEST,2020-04-17 20:08:30 CEST,2020-04-17 20:16:41 CEST,491.612,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26026,420e14ae1f0c87e6,2020-04-18 10:13:13 CEST,2020-04-18 10:13:13 CEST,2020-04-18 10:16:12 CEST,179.383,Unknown,(ID 4) Agree,(ID 3) Neither,(ID 3) Neither,(ID 3) Neither,(ID 3) Neither,(ID 3) Neither,(ID 2) Disagree,(ID 3) Neither
User #26026,420e14ae1f0c87e6,2020-04-18 14:08:31 CEST,2020-04-18 14:08:31 CEST,2020-04-18 14:09:24 CEST,52.449,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26026,420e14ae1f0c87e6,2020-04-18 20:52:43 CEST,2020-04-18 20:52:44 CEST,2020-04-18 21:14:25 CEST,1302.819,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26026,420e14ae1f0c87e6,2020-04-19 09:02:59 CEST,2020-04-19 09:03:00 CEST,2020-04-19 09:41:57 CEST,2337.727,Unknown,(ID 4) Agree,(ID 3) Neither,(ID 3) Neither,(ID 3) Neither,(ID 3) Neither,(ID 3) Neither,(ID 2) Disagree,(ID 3) Neither
User #26026,420e14ae1f0c87e6,2020-04-19 14:03:16 CEST,2020-04-19 14:03:18 CEST,2020-04-19 14:04:08 CEST,52.03,Unknown,(ID 2) Disagree,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26026,420e14ae1f0c87e6,2020-04-19 20:07:02 CEST,2020-04-19 20:07:02 CEST,2020-04-19 20:08:02 CEST,60.044,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26027,c82ff1e880330b9c,2020-04-16 10:13:55 CEST,2020-04-16 11:13:56 CEST,2020-04-16 11:43:55 CEST,Expired,Unknown,,,,,,,,
User #26027,c82ff1e880330b9c,2020-04-16 14:54:47 CEST,2020-04-16 15:54:47 CEST,2020-04-16 15:55:54 CEST,3666.831,Unknown,(ID 3) Neither,(ID 2) Disagree,(ID 3) Neither,(ID 2) Disagree,(ID 2) Disagree,(ID 4) Agree,(ID 2) Disagree,(ID 3) Neither
User #26027,c82ff1e880330b9c,2020-04-16 20:23:38 CEST,2020-04-16 20:23:39 CEST,2020-04-16 20:34:25 CEST,647.353,Unknown,(ID 2) Disagree,(ID 2) Disagree,(ID 3) Neither,(ID 2) Disagree,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree
User #26027,c82ff1e880330b9c,2020-04-17 09:24:18 CEST,2020-04-17 09:54:19 CEST,2020-04-17 10:00:39 CEST,2180.954,Unknown,(ID 2) Disagree,(ID 3) Neither,(ID 2) Disagree,(ID 3) Neither,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree
User #26027,c82ff1e880330b9c,2020-04-17 14:25:12 CEST,2020-04-17 14:25:12 CEST,2020-04-17 14:26:19 CEST,66.908,Unknown,(ID 4) Agree,(ID 1) Strongly Disagree,(ID 3) Neither,(ID 2) Disagree,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 4) Agree
User #26027,c82ff1e880330b9c,2020-04-17 20:45:26 CEST,2020-04-17 20:45:27 CEST,2020-04-17 20:46:33 CEST,66.297,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree,(ID 2) Disagree,(ID 5) Strongly Agree,(ID 3) Neither,(ID 2) Disagree
User #26027,c82ff1e880330b9c,2020-04-18 10:19:15 CEST,2020-04-18 10:19:15 CEST,2020-04-18 10:19:57 CEST,41.788,Unknown,(ID 4) Agree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26027,c82ff1e880330b9c,2020-04-18 14:54:15 CEST,2020-04-18 14:54:16 CEST,2020-04-18 15:05:07 CEST,651.162,Unknown,(ID 2) Disagree,(ID 4) Agree,(ID 3) Neither,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 1) Strongly Disagree,(ID 3) Neither
User #26027,c82ff1e880330b9c,2020-04-18 21:06:21 CEST,2020-04-18 21:36:21 CEST,2020-04-18 21:42:22 CEST,2161.267,Unknown,(ID 4) Agree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree,(ID 2) Disagree,(ID 3) Neither,(ID 3) Neither
User #26027,c82ff1e880330b9c,2020-04-19 09:11:27 CEST,2020-04-19 09:11:28 CEST,2020-04-19 09:12:44 CEST,76.882,Unknown,(ID 4) Agree,(ID 3) Neither,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree
User #26027,c82ff1e880330b9c,2020-04-19 14:30:27 CEST,2020-04-19 15:00:27 CEST,2020-04-19 15:23:01 CEST,3154.0,Unknown,(ID 4) Agree,(ID 3) Neither,(ID 4) Agree,(ID 3) Neither,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26027,c82ff1e880330b9c,2020-04-19 20:42:37 CEST,2020-04-19 20:42:38 CEST,2020-04-19 20:43:58 CEST,80.577,Unknown,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither
User #26027,c82ff1e880330b9c,2020-04-20 09:00:59 CEST,2020-04-20 09:31:00 CEST,2020-04-20 09:32:26 CEST,1886.381,Unknown,(ID 4) Agree,(ID 3) Neither,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 3) Neither,(ID 2) Disagree,(ID 3) Neither
User #26027,c82ff1e880330b9c,2020-04-20 14:19:54 CEST,2020-04-20 14:19:54 CEST,2020-04-20 14:21:05 CEST,71.562,Unknown,(ID 2) Disagree,(ID 2) Disagree,(ID 2) Disagree,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree
User #26027,c82ff1e880330b9c,2020-04-20 20:37:10 CEST,2020-04-20 20:37:11 CEST,2020-04-20 20:59:55 CEST,1364.942,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree,(ID 3) Neither
User #26027,c82ff1e880330b9c,2020-04-21 09:47:26 CEST,2020-04-21 10:47:26 CEST,2020-04-21 11:04:15 CEST,4608.492,Unknown,(ID 4) Agree,(ID 3) Neither,(ID 4) Agree,(ID 3) Neither,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree
User #26027,c82ff1e880330b9c,2020-04-21 14:42:26 CEST,2020-04-21 14:42:26 CEST,2020-04-21 14:44:00 CEST,94.461,Unknown,(ID 2) Disagree,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree
User #26027,c82ff1e880330b9c,2020-04-21 20:12:34 CEST,2020-04-21 20:12:34 CEST,2020-04-21 20:23:10 CEST,635.563,Unknown,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 4) Agree
User #26027,c82ff1e880330b9c,2020-04-22 10:16:34 CEST,2020-04-22 10:46:34 CEST,2020-04-22 11:12:28 CEST,3353.888,Unknown,(ID 4) Agree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 4) Agree
User #26027,c82ff1e880330b9c,2020-04-22 14:10:19 CEST,2020-04-22 14:10:20 CEST,2020-04-22 14:16:35 CEST,375.596,Unknown,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree,(ID 4) Agree,(ID 3) Neither,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree
User #26027,c82ff1e880330b9c,2020-04-22 21:26:54 CEST,2020-04-22 21:26:54 CEST,2020-04-22 21:28:24 CEST,89.714,Unknown,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree,(ID 4) Agree,(ID 2) Disagree,(ID 3) Neither
User #26028,868db7f350c3c98b,2020-04-13 10:22:56 CEST,2020-04-13 10:22:56 CEST,2020-04-13 11:17:17 CEST,3261.157,Unknown,(ID 5) Strongly Agree,(ID 5) Strongly Agree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree,(ID 5) Strongly Agree,(ID 1) Strongly Disagree,(ID 4) Agree
User #26028,868db7f350c3c98b,2020-04-13 15:16:31 CEST,2020-04-13 15:16:31 CEST,2020-04-13 15:20:00 CEST,209.008,Unknown,(ID 2) Disagree,(ID 5) Strongly Agree,(ID 4) Agree,(ID 5) Strongly Agree,(ID 4) Agree,(ID 5) Strongly Agree,(ID 2) Disagree,(ID 2) Disagree
User #26028,93f55b18ecf8427f,2020-04-14 10:10:53 CEST,2020-04-14 10:10:53 CEST,2020-04-14 10:16:11 CEST,318.161,Unknown,(ID 4) Agree,(ID 5) Strongly Agree,(ID 3) Neither,(ID 2) Disagree,(ID 1) Strongly Disagree,(ID 5) Strongly Agree,(ID 1) Strongly Disagree,(ID 4) Agree
User #26028,93f55b18ecf8427f,2020-04-14 11:03:23 CEST,2020-04-14 11:03:27 CEST,2020-04-14 12:33:23 CEST,Expired,Unknown,,,,,,,,
User #26028,93f55b18ecf8427f,2020-04-14 15:12:33 CEST,2020-04-14 15:12:33 CEST,2020-04-14 15:18:34 CEST,361.011,Unknown,(ID 2) Disagree,(ID 5) Strongly Agree,(ID 2) Disagree,(ID 5) Strongly Agree,(ID 2) Disagree,(ID 5) Strongly Agree,(ID 2) Disagree,(ID 1) Strongly Disagree
User #26028,93f55b18ecf8427f,2020-04-14 20:11:24 CEST,2020-04-14 20:11:24 CEST,2020-04-14 20:13:34 CEST,130.22,Unknown,(ID 4) Agree,(ID 5) Strongly Agree,(ID 4) Agree,(ID 2) Disagree,(ID 5) Strongly Agree,(ID 5) Strongly Agree,(ID 2) Disagree,(ID 4) Agree
User #26028,93f55b18ecf8427f,2020-04-15 09:01:19 CEST,2020-04-15 09:01:19 CEST,2020-04-15 09:03:00 CEST,101.462,Unknown,(ID 4) Agree,(ID 5) Strongly Agree,(ID 2) Disagree,(ID 2) Disagree,(ID 2) Disagree,(ID 4) Agree,(ID 2) Disagree,(ID 1) Strongly Disagree
User #26028,93f55b18ecf8427f,2020-04-15 14:06:02 CEST,2020-04-15 14:06:02 CEST,2020-04-15 15:36:02 CEST,Expired,Unknown,,,,,,,,
User #26028,93f55b18ecf8427f,2020-04-15 20:25:11 CEST,2020-04-15 20:25:11 CEST,2020-04-15 20:26:18 CEST,66.628,Unknown,(ID 4) Agree,(ID 5) Strongly Agree,(ID 4) Agree,(ID 3) Neither,(ID 4) Agree,(ID 5) Strongly Agree,(ID 2) Disagree,(ID 4) Agree
User #26028,93f55b18ecf8427f,2020-04-16 09:56:08 CEST,2020-04-16 09:56:08 CEST,2020-04-16 10:00:29 CEST,261.163,Unknown,(ID 4) Agree,(ID 5) Strongly Agree,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree,(ID 5) Strongly Agree,(ID 2) Disagree,(ID 4) Agree
User #26028,93f55b18ecf8427f,2020-04-16 14:18:30 CEST,2020-04-16 14:18:30 CEST,2020-04-16 15:04:41 CEST,2770.717,Unknown,(ID 5) Strongly Agree,(ID 5) Strongly Agree,(ID 4) Agree,(ID 1) Strongly Disagree,(ID 4) Agree,(ID 5) Strongly Agree,(ID 2) Disagree,(ID 4) Agree
